cve,svn_commit,other_platform_git_commit,github_commit,equivalent_commit
CVE-2019-0194,,,https://github.com/apache/camel/commit/68f2de31b7752bd49b7898d7098b3bfe8e0d0bdb,
CVE-2019-0194,,,https://github.com/apache/camel/commit/a1f2d214a5e045eeb391720193cd40944b34ac35,git_5b64969d37cf2906efd4623cfd473041ce5132fd==git_85ce135a59c19c12d351a529bd517e31cebdc9ea+git_a1f2d214a5e045eeb391720193cd40944b34ac35
CVE-2019-0194,,,https://github.com/apache/camel/commit/05ff65d5cebf1fa5172c59dd16359ed583c099ca,
CVE-2019-0194,,,https://github.com/apache/camel/commit/f337a98e86ef18611b14570e6780053fe3ddcc02,
CVE-2019-0194,,,https://github.com/apache/camel/commit/15a1f10fb532bdcba184cda17be602a2358bd5e8,
CVE-2019-0194,,,https://github.com/apache/camel/commit/85ce135a59c19c12d351a529bd517e31cebdc9ea,git_5b64969d37cf2906efd4623cfd473041ce5132fd==git_85ce135a59c19c12d351a529bd517e31cebdc9ea+git_a1f2d214a5e045eeb391720193cd40944b34ac35
CVE-2019-0194,,,https://github.com/apache/camel/commit/5b64969d37cf2906efd4623cfd473041ce5132fd,git_5b64969d37cf2906efd4623cfd473041ce5132fd==git_85ce135a59c19c12d351a529bd517e31cebdc9ea+git_a1f2d214a5e045eeb391720193cd40944b34ac35
CVE-2019-0201,,,https://github.com/emperwang/zookeeper/commit/5ff19e3672987bdde2843a3f031e2bf0010e35f1,
CVE-2019-0201,,,https://github.com/emperwang/zookeeper/commit/af741cb319d4760cfab1cd3b560635adacd8deca,
CVE-2019-0226,https://gitbox.apache.org/repos/asf?p=karaf.git;h=bf5ed62,,,
CVE-2019-0226,,,https://github.com/apache/karaf/commit/fe3bc4108e5a8b3c804e5da91ec0d5695588eb25,git_4155eac7dffa933f12c1e0cf18e9492ccc931093==git_fe3bc4108e5a8b3c804e5da91ec0d5695588eb25
CVE-2019-0226,,,https://github.com/apache/karaf/commit/4155eac7dffa933f12c1e0cf18e9492ccc931093,git_4155eac7dffa933f12c1e0cf18e9492ccc931093==git_fe3bc4108e5a8b3c804e5da91ec0d5695588eb25
CVE-2019-0228,https://svn.apache.org/viewvc?view=revision&revision=1856952,,,svn_1856952==git_072d68ec99a71bf271ec0f879e5cd71511e89093
CVE-2019-0228,,,https://github.com/apache/pdfbox/commit/e5232887e684aeffc37ebb25ee8953e43d95c77c,svn_1856952==git_e5232887e684aeffc37ebb25ee8953e43d95c77c
CVE-2019-0228,,,https://github.com/apache/pdfbox/commit/be36ef01842885b556a4e7b40b5e2e8e7b1d2816,
CVE-2019-0228,,,https://github.com/apache/pdfbox/commit/072d68ec99a71bf271ec0f879e5cd71511e89093,svn_1856952==git_072d68ec99a71bf271ec0f879e5cd71511e89093
CVE-2019-10072,,,https://github.com/apache/tomcat/commit/0bcd69c9dd8ae0ff424f2cd46de51583510b7f35,
CVE-2019-10072,,,https://github.com/apache/tomcat/commit/8d14c6f,
CVE-2019-10072,,,https://github.com/apache/tomcat/commit/7f748eb,
CVE-2019-10072,,,https://github.com/apache/tomcat/commit/ada725a,
CVE-2019-10077,,,https://github.com/apache/jspwiki/commit/87c89f0405d6b31fc165358ce5d5bc4536e32a8a,
CVE-2019-10086,,,https://github.com/apache/commons-beanutils/commit/62e82ad92cf4818709d6044aaf257b73d42659a4,
CVE-2019-10086,,,https://github.com/apache/commons-beanutils/commit/dd48f4e589462a8cdb1f29bbbccb35d6b0291d58,
CVE-2019-10089,,,https://github.com/apache/jspwiki/commit/2956ccb307dd4b23b25c8ddeae8d7e7b301c6ff3,
CVE-2019-10090,,,https://github.com/apache/jspwiki/commit/139746f7c25b84049437d1d9eed9456446a08bf7,
CVE-2019-1010266,,,https://github.com/lodash/lodash/commit/d8e16f66a258717ee493637f798655ef61490d0b,git_5c08f18d365b64063bfbfa686cbb97cdd6267347==git_cfcf51aa22b66db25d6119a8010a110140bcfd62
CVE-2019-1010266,,,https://github.com/lodash/lodash/commit/cfcf51aa22b66db25d6119a8010a110140bcfd62,git_5c08f18d365b64063bfbfa686cbb97cdd6267347==git_cfcf51aa22b66db25d6119a8010a110140bcfd62
CVE-2019-1010266,,,https://github.com/lodash/lodash/commit/5c08f18d365b64063bfbfa686cbb97cdd6267347,git_5c08f18d365b64063bfbfa686cbb97cdd6267347==git_cfcf51aa22b66db25d6119a8010a110140bcfd62
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/f3efef8de7fec4108dd5ab725cea6ae09f14815d,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/4b381c5910265972ccaabefbdbd16a2b929f6b72,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/716664772d3673ca243bf841fe61c89cf12d8976,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/7341da552a13cb9e8a44cd13c984d1f46310653e,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/245a0d0b169001e5a22c0ec9903942e617c0743f,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/936f26826e8bb60758ff70b8f1f2eb2862648e79,
CVE-2019-10158,,,https://github.com/infinispan/infinispan/commit/debdf5447da3626d2f970050ca79cdf98bf87661,
CVE-2019-10174,,,https://github.com/infinispan/infinispan/commit/a7dab68d194989aaa0b0aa0781cf8ee88fbe3439,
CVE-2019-10184,,,https://github.com/undertow-io/undertow/commit/5fa7ac68c0e4251c93056d9982db5e794e04ebfa,git_5fa7ac68c0e4251c93056d9982db5e794e04ebfa==git_d2715e3afa13f50deaa19643676816ce391551e9
CVE-2019-10184,,,https://github.com/undertow-io/undertow/commit/d2715e3afa13f50deaa19643676816ce391551e9,git_5fa7ac68c0e4251c93056d9982db5e794e04ebfa==git_d2715e3afa13f50deaa19643676816ce391551e9
CVE-2019-10219,,,https://github.com/hibernate/hibernate-validator/commit/20d729548511ac5cff6fd459f93de137195420fe,
CVE-2019-10219,,,https://github.com/hibernate/hibernate-validator/commit/c1ce5278846a6fa1b009412fa65cbd33794050e8,
CVE-2019-10219,,,https://github.com/hibernate/hibernate-validator/commit/124b7dd6d9a4ad24d4d49f74701f05a13e56ceee,
CVE-2019-10248,,,https://github.com/eclipse/vorto/commit/b9ec6defb8adb98dcfe4a9f4fbf6ae5bf3fceb56,git_f15b81fb76b214fe40be164dfb730434ef49ec35==git_b9ec6defb8adb98dcfe4a9f4fbf6ae5bf3fceb56
CVE-2019-10248,,,https://github.com/eclipse/vorto/commit/ec62abbc36e14ec5d4c254e9ef0c543e8cc11af7,git_f15b81fb76b214fe40be164dfb730434ef49ec35==git_ec62abbc36e14ec5d4c254e9ef0c543e8cc11af7
CVE-2019-10248,,,https://github.com/eclipse/vorto/commit/f15b81fb76b214fe40be164dfb730434ef49ec35,git_f15b81fb76b214fe40be164dfb730434ef49ec35==git_ec62abbc36e14ec5d4c254e9ef0c543e8cc11af7
CVE-2019-10249,,,https://github.com/eclipse/xtext-xtend/commit/f34464b117bd38e8b844b01d94cf5b072b07f6ec,git_f34464b117bd38e8b844b01d94cf5b072b07f6ec==git_169de2cecc50ed9bf81c3cdc496ad8a799bdf17b
CVE-2019-10249,,,https://github.com/eclipse/xtext-maven/commit/81080879cfda4474a2ab161599ca6cb46ebcc077,
CVE-2019-10249,,,https://github.com/eclipse/xtext-xtend/commit/169de2cecc50ed9bf81c3cdc496ad8a799bdf17b,git_f34464b117bd38e8b844b01d94cf5b072b07f6ec==git_169de2cecc50ed9bf81c3cdc496ad8a799bdf17b
CVE-2019-10354,,,https://github.com/jenkinsci/jenkins/commit/279d8109eddb7a494428baf25af9756c2e33576b,
CVE-2019-10768,,,https://github.com/angular/angular.js/commit/add78e62004e80bb1e16ab2dfe224afa8e513bc3,
CVE-2019-10768,,,https://github.com/angular/angular.js/commit/e242e9b5952edcb5c362b80e77a30379d565cf8f,
CVE-2019-10768,,,https://github.com/angular/angular.js/commit/726f49dcf6c23106ddaf5cfd5e2e592841db743a,
CVE-2019-10797,,,https://github.com/wso2/transport-http/commit/4a4dc99c7b259646ee5e23b7aaa7c3a8bac959c1,
CVE-2019-11269,,,https://github.com/spring-projects/spring-security-oauth/commit/cb714f4cee45ce2807320ded38ed0bee846f2397,
CVE-2019-11269,,,https://github.com/spring-projects/spring-security-oauth/commit/346bb74d28d7292afa30ce538c68cabc51d91777,
CVE-2019-11269,,,https://github.com/spring-projects/spring-security-oauth/commit/1434dcf0c731dd1ee50d52520b1e24c15eb1f009,
CVE-2019-11269,,,https://github.com/spring-projects/spring-security-oauth/commit/f769ff98c7b0c7aba42dd67538f6912c8e0d2ef7,
CVE-2019-11272,,,https://github.com/spring-projects/spring-security/commit/b2d4fec3617c497c5a8eb9c7e5270e0c7db293ee,
CVE-2019-11405,,,https://github.com/OpenAPITools/openapi-generator/commit/a3b1783f1f7c9fb9ea8ea4b4e6029f9e61783e7d,git_cce35d75a4e69d09ec81ff1ece637d39b0f6f00e==git_a3b1783f1f7c9fb9ea8ea4b4e6029f9e61783e7d
CVE-2019-11405,,,https://github.com/OpenAPITools/openapi-generator/commit/cce35d75a4e69d09ec81ff1ece637d39b0f6f00e,git_cce35d75a4e69d09ec81ff1ece637d39b0f6f00e==git_a3b1783f1f7c9fb9ea8ea4b4e6029f9e61783e7d
CVE-2019-11405,,,https://github.com/OpenAPITools/openapi-generator/commit/54d9c19c7707285d7b3f9749762a5cf1a9c4336c,git_54d9c19c7707285d7b3f9749762a5cf1a9c4336c==git_076ba9e09afd1d78aeed9448eb2a103fe1d9b3b4+git_12767a9ebe53609f8a20c095ded283af215a1917
CVE-2019-11405,,,https://github.com/OpenAPITools/openapi-generator/commit/076ba9e09afd1d78aeed9448eb2a103fe1d9b3b4,git_54d9c19c7707285d7b3f9749762a5cf1a9c4336c==git_076ba9e09afd1d78aeed9448eb2a103fe1d9b3b4+git_12767a9ebe53609f8a20c095ded283af215a1917
CVE-2019-11405,,,https://github.com/OpenAPITools/openapi-generator/commit/12767a9ebe53609f8a20c095ded283af215a1917,git_54d9c19c7707285d7b3f9749762a5cf1a9c4336c==git_076ba9e09afd1d78aeed9448eb2a103fe1d9b3b4+git_12767a9ebe53609f8a20c095ded283af215a1917
CVE-2019-11777,,,https://github.com/eclipse/paho.mqtt.java/commit/a0bbf1e7da158ae191582f032343c6171e6a0b44,
CVE-2019-11808,,,https://github.com/ratpack/ratpack/commit/7b2f09eeeba1e460ad8702930a8a8933a2dbe1e9,git_7b2f09eeeba1e460ad8702930a8a8933a2dbe1e9==git_f2b63eb82dd71194319fd3945f5edf29b8f3a42d
CVE-2019-11808,,,https://github.com/ratpack/ratpack/commit/f2b63eb82dd71194319fd3945f5edf29b8f3a42d,git_7b2f09eeeba1e460ad8702930a8a8933a2dbe1e9==git_f2b63eb82dd71194319fd3945f5edf29b8f3a42d
CVE-2019-12086,,,https://github.com/FasterXML/jackson-databind/commit/d30f036208ab1c60bd5ce429cb4f7f1a3e5682e8,
CVE-2019-12086,,,https://github.com/FasterXML/jackson-databind/commit/9d4c29f17b734244be363c31b81d5dcb49cb2baf,git_9d4c29f17b734244be363c31b81d5dcb49cb2baf==git_dda513bd7251b4f32b7b60b1c13740e3b5a43024
CVE-2019-12086,,,https://github.com/FasterXML/jackson-databind/commit/efc3c0d02f4743dbaa6d1b9c466772a2f13d966b,
CVE-2019-12086,,,https://github.com/FasterXML/jackson-databind/commit/dda513bd7251b4f32b7b60b1c13740e3b5a43024,git_9d4c29f17b734244be363c31b81d5dcb49cb2baf==git_dda513bd7251b4f32b7b60b1c13740e3b5a43024
CVE-2019-12402,,,https://github.com/apache/commons-compress/commit/4ad5d80a6272e007f64a6ac66829ca189a8093b9,
CVE-2019-12404,,,https://github.com/apache/jspwiki/commit/d71ecf657ef3366f1790d9f09364812c78f7f8c2,
CVE-2019-12407,,,https://github.com/apache/jspwiki/commit/f43ac386c8cd3e5fed7069e8fc8286668c86b5f8,
CVE-2019-12419,,,https://github.com/apache/cxf/commit/6bf89927d3e07197d49453b00d673eadce696cf9,
CVE-2019-12419,,,https://github.com/apache/cxf/commit/db6069667708a59c75a785f310d4a2df3698122c,
CVE-2019-12419,,,https://github.com/apache/cxf/commit/661c271f4890b05896eee5de9cb8fb503fb3bccb,
CVE-2019-12422,,,https://github.com/apache/shiro/commit/44f6548b97610cdf661976969d5735c0be14a57b,
CVE-2019-12422,,,https://github.com/apache/shiro/commit/a8018783373ff5e5210225069c9919e071597d5e,
CVE-2019-12423,,,https://github.com/apache/cxf/commit/8b40fdba289c62f4defae51c1f76860f0159c441,
CVE-2019-12423,,,https://github.com/apache/cxf/commit/2de7e14eb95626fffef6f61365186de9a1c9de3d,
CVE-2019-12741,,,https://github.com/hapifhir/hapi-fhir/commit/8f41159eb147eeb964cad68b28eff97acac6ea9a,
CVE-2019-12814,,,https://github.com/FasterXML/jackson-databind/commit/5f7c69bba07a7155adde130d9dee2e54a54f1fa5,
CVE-2019-13127,,,https://github.com/jgraph/mxgraph/commit/76e8e2809b622659a9c5ffdc4f19922b7a68cfa3,
CVE-2019-14540,,,https://github.com/FasterXML/jackson-databind/commit/d4983c740fec7d5576b207a8c30a63d3ea7443de,
CVE-2019-14837,,,https://github.com/keycloak/keycloak/commit/9a7c1a91a59ab85e7f8889a505be04a71580777f,
CVE-2019-14838,,,https://github.com/wildfly/wildfly-core/commit/2d527803dc10add8806fa0dd66f409dc511f92ec,
CVE-2019-14838,,,https://github.com/wildfly/wildfly-core/commit/131fa6880ae1523fac9e96df54dc394b63b0eed3,git_131fa6880ae1523fac9e96df54dc394b63b0eed3==git_80e18b46f73f9d061d4150c66e6dc2fc1fd0bc41
CVE-2019-14838,,,https://github.com/wildfly/wildfly-core/commit/80e18b46f73f9d061d4150c66e6dc2fc1fd0bc41,git_131fa6880ae1523fac9e96df54dc394b63b0eed3==git_80e18b46f73f9d061d4150c66e6dc2fc1fd0bc41
CVE-2019-14862,,,https://github.com/knockout/knockout/commit/7e280b2b8a04cc19176b5171263a5c68bda98efb,
CVE-2019-14892,,,https://github.com/FasterXML/jackson-databind/commit/819cdbcab51c6da9fb896380f2d46e9b7d4fdc3b,git_41b7f9b90149e9d44a65a8261a8deedc7186f6af==git_819cdbcab51c6da9fb896380f2d46e9b7d4fdc3b
CVE-2019-14892,,,https://github.com/FasterXML/jackson-databind/commit/41b7f9b90149e9d44a65a8261a8deedc7186f6af,git_41b7f9b90149e9d44a65a8261a8deedc7186f6af==git_819cdbcab51c6da9fb896380f2d46e9b7d4fdc3b
CVE-2019-14893,,,https://github.com/FasterXML/jackson-databind/commit/998efd708284778f29d83d7962a9bd935c228317,
CVE-2019-15657,,,https://github.com/mysticatea/eslint-utils/commit/08158db1c98fd71cf0f32ddefbc147e2620e724c,
CVE-2019-16335,,,https://github.com/FasterXML/jackson-databind/commit/73c1c2cc76e6cdd7f3a5615cbe3207fe96e4d3db,
CVE-2019-16771,,,https://github.com/line/armeria/commit/b597f7a865a527a84ee3d6937075cfbb4470ed20,
CVE-2019-16869,,,https://github.com/netty/netty/commit/39cafcb05c99f2aa9fce7e6597664c9ed6a63a95,
CVE-2019-16869,,,https://github.com/netty/netty/commit/017a9658c97ff1a1355c31a6a1f8bd1ea6f21c8d,
CVE-2019-16942,,,https://github.com/FasterXML/jackson-databind/commit/328a0f833daf6baa443ac3b37c818a0204714b0b,
CVE-2019-16942,,,https://github.com/FasterXML/jackson-databind/commit/54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,
CVE-2019-16942,,,https://github.com/FasterXML/jackson-databind/commit/9593e16cf5a3d289a9c584f7123639655de9ddac,
CVE-2019-16943,,,https://github.com/FasterXML/jackson-databind/commit/328a0f833daf6baa443ac3b37c818a0204714b0b,
CVE-2019-16943,,,https://github.com/FasterXML/jackson-databind/commit/54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,
CVE-2019-16943,,,https://github.com/FasterXML/jackson-databind/commit/9593e16cf5a3d289a9c584f7123639655de9ddac,
CVE-2019-17267,,,https://github.com/FasterXML/jackson-databind/commit/191a4cdf87b56d2ddddb77edd895ee756b7f75eb,
CVE-2019-17531,,,https://github.com/FasterXML/jackson-databind/commit/b5a304a98590b6bb766134f9261e6566dcbbb6d0,
CVE-2019-17554,,,https://github.com/apache/olingo-odata4/commit/c3f982db3d97e395d313ae8f231202bb2139882c,
CVE-2019-17554,,,https://github.com/apache/olingo-odata4/commit/5948974ad28271818e2afe747c71cde56a7f2c63,
CVE-2019-17569,,,https://github.com/apache/tomcat/commit/b191a0d9cf06f4e04257c221bfe41d2b108a9cc8,
CVE-2019-17569,,,https://github.com/apache/tomcat/commit/959f1dfd767bf3cb64776b44f7395d1d8d8f7ab3,
CVE-2019-17569,,,https://github.com/apache/tomcat/commit/3c295d913e1d82ce25b4ad66c800313994f4e530,
CVE-2019-17569,,,https://github.com/apache/tomcat/commit/060ecc5eb839208687b7fcc9e35287ac8eb46998,
CVE-2019-17571,https://bitbucket.org/atlassian/log4j1/commits/251febb03f8d2b762dbc7977a48#chg-tests/build.xml,,,
CVE-2019-20330,,,https://github.com/FasterXML/jackson-databind/commit/fc4214a883dc087070f25da738ef0d49c2f3387e,
CVE-2019-20444,,,https://github.com/netty/netty/commit/745814b382e828c344aeff2ab4fd9530fbb7cdfe,
CVE-2019-20444,,,https://github.com/netty/netty/commit/a7c18d44b46e02dadfe3da225a06e5091f5f328e,git_a7c18d44b46e02dadfe3da225a06e5091f5f328e==git_6ad40c8c17199299b75a04225da10ebda5b377f2
CVE-2019-20444,,,https://github.com/netty/netty/commit/6ad40c8c17199299b75a04225da10ebda5b377f2,git_a7c18d44b46e02dadfe3da225a06e5091f5f328e==git_6ad40c8c17199299b75a04225da10ebda5b377f2
CVE-2019-3772,,,https://github.com/spring-projects/spring-integration/commit/59c69ed40d3755ef59f80872e0ea711adbb13620,
CVE-2019-3774,,,https://github.com/spring-projects/spring-batch/commit/8dc3bb7d3c3d0b1487e3ef3dcbdebda865d2b20e,
CVE-2019-3774,,,https://github.com/spring-projects/spring-batch/commit/c7930184ee4513d548940550c4eb5eeef028cb64,
CVE-2019-3774,,,https://github.com/spring-projects/spring-batch/commit/a6d8ac1b44afeca1bb572718ceacac774a368422,
CVE-2019-3799,,,https://github.com/spring-cloud/spring-cloud-config/commit/3632fc6f64e567286c42c5a2f1b8142bfde505c2,
CVE-2019-3799,,,https://github.com/spring-cloud/spring-cloud-config/commit/9617f2922ee2ae27f08676716224933f0d869719,
CVE-2019-3799,,,https://github.com/spring-cloud/spring-cloud-config/commit/90e8a81f6fa921e034cecb79cd100f343f7714af,
CVE-2019-3799,,,https://github.com/spring-cloud/spring-cloud-config/commit/d3e21866a5f192fa2582349cb3732ad0e4b8850b,
CVE-2019-3888,,,https://github.com/undertow-io/undertow/commit/20cacc96c0594f4f4f9bb1cc2b93a77b6be3f74c,git_20cacc96c0594f4f4f9bb1cc2b93a77b6be3f74c==git_9bf05b765e222dd106fee9b46314061b18b7275e
CVE-2019-3888,,,https://github.com/undertow-io/undertow/commit/9bf05b765e222dd106fee9b46314061b18b7275e,git_20cacc96c0594f4f4f9bb1cc2b93a77b6be3f74c==git_9bf05b765e222dd106fee9b46314061b18b7275e
CVE-2019-5484,,,https://github.com/bower/bower/commit/45c6bfa86f6e57731b153baca9e0b41a1cc699e3,
CVE-2019-7722,,,https://github.com/pmd/pmd/commit/e295711343cc155cb64ea0ae29ce9d69201469b3,
CVE-2019-9153,,,https://github.com/openpgpjs/openpgpjs/commit/327d3e5392a6f59a4270569d200c7f7a2bfc4cbc,git_327d3e5392a6f59a4270569d200c7f7a2bfc4cbc==git_0be91133665e81d2007cdfa02cd3cf1d839ee4f1
CVE-2019-9153,,,https://github.com/openpgpjs/openpgpjs/commit/0be91133665e81d2007cdfa02cd3cf1d839ee4f1,git_327d3e5392a6f59a4270569d200c7f7a2bfc4cbc==git_0be91133665e81d2007cdfa02cd3cf1d839ee4f1
CVE-2019-9154,,,https://github.com/openpgpjs/openpgpjs/commit/0be91133665e81d2007cdfa02cd3cf1d839ee4f1,git_0be91133665e81d2007cdfa02cd3cf1d839ee4f1==git_47138eed61473e13ee8f05931119d3e10542c5e1
CVE-2019-9154,,,https://github.com/openpgpjs/openpgpjs/commit/47138eed61473e13ee8f05931119d3e10542c5e1,git_0be91133665e81d2007cdfa02cd3cf1d839ee4f1==git_47138eed61473e13ee8f05931119d3e10542c5e1
CVE-2019-9155,,,https://github.com/openpgpjs/openpgpjs/commit/1dd168e7a2ce6f9ba0fddf5d198e21baca9c042d,
CVE-2019-9155,,,https://github.com/openpgpjs/openpgpjs/commit/7ba4f8c655e7fd7706e8d7334e44b40fdf56c43e,
CVE-2019-9512,,,https://github.com/golang/go/commit/5c379a437e904eb1f94296fa9d45276cd6e4f5a9,
CVE-2019-9512,,,https://github.com/golang/go/commit/7139b45d1410ded14e1e131151fd8dfc435ede6c,
CVE-2019-9512,,,https://github.com/golang/go/commit/145e193131eb486077b66009beb051aba07c52a5,
CVE-2019-9512,,,https://github.com/golang/go/commit/e152b01a468a1c18a290bf9aec52ccea7693c7f2,
CVE-2019-9658,,,https://github.com/checkstyle/checkstyle/commit/180b4fe37a2249d4489d584505f2b7b3ab162ec6,git_180b4fe37a2249d4489d584505f2b7b3ab162ec6==git_f796c5053b6f275db9a3907fa24207d233974e29
CVE-2019-9658,,,https://github.com/checkstyle/checkstyle/commit/f796c5053b6f275db9a3907fa24207d233974e29,git_180b4fe37a2249d4489d584505f2b7b3ab162ec6==git_f796c5053b6f275db9a3907fa24207d233974e29
CVE-2020-10591,,,https://github.com/walmartlabs/concord/commit/ab32c17f85200545ed6376badc528c7df95f5adb,
CVE-2020-10672,,,https://github.com/FasterXML/jackson-databind/commit/592872f4235c7f2a3280725278da55544032f72d,
CVE-2020-10673,,,https://github.com/FasterXML/jackson-databind/commit/1645efbd392989cf015f459a91c999e59c921b15,
CVE-2020-1928,,,https://github.com/apache/nifi/commit/34f2a592df8996b5f9e65039a35ecd8c31417fbd,
CVE-2020-1935,,,https://github.com/apache/tomcat/commit/b191a0d9cf06f4e04257c221bfe41d2b108a9cc8,
CVE-2020-1935,,,https://github.com/apache/tomcat/commit/959f1dfd767bf3cb64776b44f7395d1d8d8f7ab3,
CVE-2020-1935,,,https://github.com/apache/tomcat/commit/060ecc5eb839208687b7fcc9e35287ac8eb46998,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/f7180bafc74cb1250c9e9287b68a230f0e1f4645,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/0f725b323a74b64cdb35fce04b54427582ad6063,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/15cd78c528425c693f1d2b51057f32d3d63d360a,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/b99fba5bd796d876ea536e83299603443842feba,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/0d633e72ebc7b3c242d0081c23bba5e4dacd9b72,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/bd5ebb63e438a253bbd9b035425ece915d3feb21,
CVE-2020-1938,,,https://github.com/apache/tomcat/commit/4c933d80e340b4a841a672060351b2190b326782,
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873103,,,svn_1873103==git_138318257a57703ef6dd0f7430c115f41ffe8f85
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873417,,,
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873260,,,
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873258,,,svn_1873258==git_e7180a8d9c4f14b2de1928861dd27287e5fb59bd
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873106,,,
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873261,,,svn_1873261==git_756d0387ef39dc3a7a84f6644a318e74535953e6
CVE-2020-1940,http://svn.apache.org/viewvc?view=revision&revision=1873259,,,svn_1873259==git_b615992fc5202046e9479a29d6a7bd41d6258d09
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/9b78a60d5d0c3e199c006d92590dc29d39379679,svn_1873103==git_9b78a60d5d0c3e199c006d92590dc29d39379679
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/756d0387ef39dc3a7a84f6644a318e74535953e6,svn_1873261==git_756d0387ef39dc3a7a84f6644a318e74535953e6
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/b615992fc5202046e9479a29d6a7bd41d6258d09,svn_1873259==git_b615992fc5202046e9479a29d6a7bd41d6258d09
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/3e1c6e13b67331710a1747223d8e6ee22c5fae9c,svn_1873260==git_3e1c6e13b67331710a1747223d8e6ee22c5fae9c
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/21a47b758bb24b1327c795cf421dc755f7959d2f,svn_1873417==git_21a47b758bb24b1327c795cf421dc755f7959d2f
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/e7180a8d9c4f14b2de1928861dd27287e5fb59bd,svn_1873258==git_e7180a8d9c4f14b2de1928861dd27287e5fb59bd
CVE-2020-1940,,,https://github.com/apache/jackrabbit-oak/commit/138318257a57703ef6dd0f7430c115f41ffe8f85,svn_1873106==git_138318257a57703ef6dd0f7430c115f41ffe8f85
CVE-2020-5229,,,https://github.com/opencast/opencast/commit/32bfbe5f78e214e2d589f92050228b91d704758e,
CVE-2020-5230,,,https://github.com/opencast/opencast/commit/cd15f4017d9dc2836f5ffbdeeb115607501b7e97,git_cd15f4017d9dc2836f5ffbdeeb115607501b7e97==git_bbb473f34ab95497d6c432c81285efb0c739f317
CVE-2020-5230,,,https://github.com/opencast/opencast/commit/bbb473f34ab95497d6c432c81285efb0c739f317,git_cd15f4017d9dc2836f5ffbdeeb115607501b7e97==git_bbb473f34ab95497d6c432c81285efb0c739f317
CVE-2020-5245,,,https://github.com/dropwizard/dropwizard/commit/d87d1e4f8e20f6494c0232bf8560c961b46db634,
CVE-2020-5245,,,https://github.com/dropwizard/dropwizard/commit/28479f743a9d0aab6d0e963fc07f3dd98e8c8236,
CVE-2020-5398,,,https://github.com/spring-projects/spring-framework/commit/6ce19ff86138a9dd284588fb62c73af5bc97ec66,
CVE-2020-5398,,,https://github.com/spring-projects/spring-framework/commit/0583b334b46cf2a591c72c2708ee3d2ac5d2b58c,
CVE-2020-5398,,,https://github.com/spring-projects/spring-framework/commit/41f40c6c229d3b4f768718f1ec229d8f0ad76d76,
CVE-2020-5398,,,https://github.com/spring-projects/spring-framework/commit/956ffe68587c8d5f21135b5ce4650af0c2dea933,
CVE-2020-5529,,,https://github.com/HtmlUnit/htmlunit/commit/934390fefcd2cd58e6d86f2bc19d811ae17bfa28,
CVE-2020-8840,,,https://github.com/FasterXML/jackson-databind/commit/9bb52c7122271df75435ec7e66ecf6b02b1ee14f,
CVE-2020-8840,,,https://github.com/FasterXML/jackson-databind/commit/914e7c9f2cb8ce66724bf26a72adc7e958992497,
CVE-2020-9546,,,https://github.com/FasterXML/jackson-databind/commit/1e64db6a2fad331f96c7363fda3bc5f3dffa25bb,
CVE-2020-9546,,,https://github.com/FasterXML/jackson-databind/commit/9f4e97019fb0dd836533d0b6198c88787e235ae2,
CVE-2020-9547,,,https://github.com/FasterXML/jackson-databind/commit/1e64db6a2fad331f96c7363fda3bc5f3dffa25bb,
CVE-2020-9547,,,https://github.com/FasterXML/jackson-databind/commit/9f4e97019fb0dd836533d0b6198c88787e235ae2,
CVE-2020-9548,,,https://github.com/FasterXML/jackson-databind/commit/1e64db6a2fad331f96c7363fda3bc5f3dffa25bb,
CVE-2020-9548,,,https://github.com/FasterXML/jackson-databind/commit/9f4e97019fb0dd836533d0b6198c88787e235ae2,
cve,svn_commit,other_git_commit,github_commit,equivalent
